gene name	KO	thrshld	score	E-value	KO definition	MAG	CP	Count
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_9	K02435	39.93	101.5	1.50E-29	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_10	K00343	329.57	488.9	6.50E-147	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_13	K00342	550.7	620	1.20E-186	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_13	K05575	553.4	564	8.90E-170	NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_14	K00341	529.4	717	9.10E-216	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_15	K00340	95.3	141.4	6.00E-42	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_16	K00339	127.13	155.1	6.50E-46	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_17	K00338	143.17	147	3.10E-43	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_18	K00337	451.63	474.2	2.70E-142	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_21	K00331	266.7	293.1	5.60E-88	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003209_22	K00330	118.37	160.8	1.60E-47	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_6	K06218	39.7	54.8	4.80E-15	mRNA interferase RelE/StbE	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_12	K01915	31	303.8	9.10E-91	glutamine synthetase [EC:6.3.1.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_14	K00784	79.4	110.1	3.80E-32	ribonuclease Z [EC:3.1.26.11]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_16	K01912	119.67	215.7	5.10E-64	phenylacetate-CoA ligase [EC:6.2.1.30]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_18	K01912	119.67	267.9	8.40E-80	phenylacetate-CoA ligase [EC:6.2.1.30]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_23	K07814	215.7	228.1	7.90E-68	putative two-component system response regulator	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003258_26	K03088	62	92	1.70E-26	RNA polymerase sigma-70 factor, ECF subfamily	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_2	K03644	136.23	512.4	8.30E-154	lipoyl synthase [EC:2.8.1.8]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_4	K06885	281.83	290.2	1.10E-86	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_9	K05962	162.13	198.2	1.10E-58	protein-histidine pros-kinase [EC:2.7.13.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_10	K03733	345.33	352.3	1.90E-105	integrase/recombinase XerC	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_10	K04763	312.13	322.4	2.20E-96	integrase/recombinase XerD	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_11	K00857	37.17	220.1	1.60E-65	thymidine kinase [EC:2.7.1.21]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_18	K04094	168.7	670.2	6.50E-202	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_19	K03168	450.77	910.6	3.80E-274	DNA topoisomerase I [EC:5.6.2.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_20	K04096	30.23	330.7	7.60E-99	DNA processing protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003285_25	K09774	54.67	78.1	1.70E-22	lipopolysaccharide export system protein LptA	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_6	K10773	133.77	282.2	2.60E-84	endonuclease III [EC:4.2.99.18]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_7	K03742	244.17	498.2	6.00E-150	nicotinamide-nucleotide amidase [EC:3.5.1.42]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_8	K00761	195.03	266.1	1.30E-79	uracil phosphoribosyltransferase [EC:2.4.2.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_9	K00995	101.13	135.1	9.80E-40	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_13	K00954	64.07	209.5	9.20E-63	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_14	K06207	317.9	1004.4	1.10E-302	GTP-binding protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_17	K14441	451.43	606.5	2.20E-182	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_24	K18979	80.2	453.7	3.20E-136	epoxyqueuosine reductase [EC:1.17.99.6]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_27	K01667	684.83	809.3	1.30E-243	tryptophanase [EC:4.1.99.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_27	K01668	760.37	786.3	2.70E-237	tyrosine phenol-lyase [EC:4.1.99.2]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003398_28	K00059	265.13	299.3	2.10E-89	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_1	K09951	19.7	63.4	7.90E-18	CRISPR-associated protein Cas2	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_2	K15342	25.5	345.5	1.40E-103	CRISP-associated protein Cas1	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_2	K07464	65.6	128.8	9.60E-38	CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_5	K19131	96.93	349.2	1.10E-104	CRISPR-associated protein Csb1	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_6	K19132	149	356.5	1.30E-106	CRISPR-associated protein Csb2	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_7	K07012	139.9	230.8	1.20E-68	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_15	K03106	330.3	632.2	2.10E-190	signal recognition particle subunit SRP54 [EC:3.6.5.4]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_16	K02959	29.37	132	1.50E-38	small subunit ribosomal protein S16	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_17	K06960	46.23	88.4	1.50E-25	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_18	K07045	148.23	179	4.80E-53	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_20	K01423	158.93	177.2	2.50E-52	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_21	K06131	258.2	267.7	7.50E-80	cardiolipin synthase A/B [EC:2.7.8.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003473_23	K06381	92.43	358.6	2.20E-107	stage II sporulation protein D	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003668_1	K02337	940.8	1626.7	0	DNA polymerase III subunit alpha [EC:2.7.7.7]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003668_5	K09749	109.13	253.8	1.10E-75	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003668_8	K03574	72.47	86.3	5.30E-25	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_5	K02044	108.5	247.5	1.20E-73	phosphonate transport system substrate-binding protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_6	K01092	205.2	287.9	5.40E-86	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_8	K02035	246.87	343.7	7.20E-103	peptide/nickel transport system substrate-binding protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_12	K00507	43.23	210.2	1.80E-62	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_13	K00688	52.33	396.6	7.70E-119	glycogen phosphorylase [EC:2.4.1.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_16	K06871	168.03	283	1.80E-84	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_20	K02406	132.13	228	5.30E-68	flagellin	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_23	K08651	405.73	409.5	8.00E-123	thermitase [EC:3.4.21.66]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003711_23	K14645	340.83	367.2	9.20E-110	serine protease [EC:3.4.21.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003809_13	K06400	222.57	235.5	4.60E-70	site-specific DNA recombinase	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003809_17	K02078	40.17	47.2	8.90E-13	acyl carrier protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003809_20	K00648	219.53	282.6	2.10E-84	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003809_21	K00648	219.53	225	5.60E-67	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_4	K01057	107.43	219.5	3.70E-65	6-phosphogluconolactonase [EC:3.1.1.31]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_5	K00036	388.57	651.2	9.30E-196	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_7	K05962	162.13	170.5	2.50E-50	protein-histidine pros-kinase [EC:2.7.13.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_8	K00033	140.43	347.5	4.60E-104	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_9	K06143	63.33	85.6	8.60E-25	inner membrane protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_13	K07171	21.1	51.2	5.60E-14	mRNA interferase MazF [EC:3.1.-.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_14	K19156	33.3	44.7	4.40E-12	antitoxin PrlF	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_15	K05366	632.17	652.7	2.60E-196	penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_16	K00943	92.13	238.3	5.00E-71	dTMP kinase [EC:2.7.4.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003813_20	K09001	94.6	447	4.70E-134	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003818_1	K03932	111.17	165.1	8.20E-49	polyhydroxybutyrate depolymerase	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003818_3	K00655	124.93	168.5	7.30E-50	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003818_7	K01990	254.93	314.2	6.50E-94	ABC-2 type transport system ATP-binding protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003818_12	K09155	92.1	259.4	2.20E-77	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003818_12	K07322	52.03	54.5	3.40E-15	regulator of cell morphogenesis and NO signaling	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003818_13	K15270	157.77	188.7	4.20E-56	S-adenosylmethionine uptake transporter	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_2	K03455	159.5	205.7	4.30E-61	monovalent cation:H+ antiporter-2, CPA2 family	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_3	K03975	148.37	274.8	2.70E-82	membrane-associated protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_4	K02483	279.97	298.9	1.40E-89	two-component system, OmpR family, response regulator	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_7	K16862	122	169.5	3.90E-50	mitochondrial cardiolipin hydrolase [EC:3.1.4.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_10	K03611	31.4	77.2	3.70E-22	disulfide bond formation protein DsbB	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_14	K05962	162.13	183.1	3.80E-54	protein-histidine pros-kinase [EC:2.7.13.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_16	K07075	49.5	116.3	6.70E-34	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_18	K07322	52.03	247.4	6.70E-74	regulator of cell morphogenesis and NO signaling	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_19	K21564	206	280.6	2.20E-84	CRP/FNR family transcriptional regulator, nitrogen oxide reductase regulator	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_21	K07100	69.07	250.2	1.20E-74	putative phosphoribosyl transferase	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003923_24	K06996	73.47	110.6	4.00E-32	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_3	K02876	46.5	155.4	8.50E-46	large subunit ribosomal protein L15	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_4	K02907	35.33	55	3.10E-15	large subunit ribosomal protein L30	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_5	K02988	142.6	211.3	6.50E-63	small subunit ribosomal protein S5	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_6	K02881	49.3	136.9	3.20E-40	large subunit ribosomal protein L18	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_7	K02933	118.33	244.2	6.30E-73	large subunit ribosomal protein L6	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_8	K02994	92.67	207.7	3.40E-62	small subunit ribosomal protein S8	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_9	K02954	26.03	72.5	1.10E-20	small subunit ribosomal protein S14	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_10	K02931	107.17	317.4	1.70E-95	large subunit ribosomal protein L5	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_11	K02895	59.1	98.6	1.40E-28	large subunit ribosomal protein L24	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_12	K02874	107.3	210.8	6.40E-63	large subunit ribosomal protein L14	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_13	K02961	89.37	128.4	9.60E-38	small subunit ribosomal protein S17	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_14	K02904	56.3	70.2	5.80E-20	large subunit ribosomal protein L29	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_15	K02878	72.1	258.4	2.40E-77	large subunit ribosomal protein L16	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_16	K02982	116.63	343	5.80E-103	small subunit ribosomal protein S3	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_17	K02890	82.07	157.9	1.00E-46	large subunit ribosomal protein L22	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_18	K02965	107.93	162.3	5.30E-48	small subunit ribosomal protein S19	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_19	K02886	188.93	387.8	2.50E-116	large subunit ribosomal protein L2	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_20	K02892	53.33	85	2.20E-24	large subunit ribosomal protein L23	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_21	K02926	75.17	262.7	2.20E-78	large subunit ribosomal protein L4	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_22	K02906	121.33	285.7	1.50E-85	large subunit ribosomal protein L3	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_23	K02946	64.6	149.3	4.40E-44	small subunit ribosomal protein S10	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_27	K07107	65.63	125.3	1.00E-36	acyl-CoA thioester hydrolase [EC:3.1.2.-]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_29	K07064	48.4	51.7	3.90E-14	uncharacterized protein	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003953_36	K02358	344.17	600.3	1.70E-180	elongation factor Tu	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003993_3	K02835	349.73	532.3	4.40E-160	peptide chain release factor 1	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003993_5	K02493	228.23	309	1.90E-92	release factor glutamine methyltransferase [EC:2.1.1.297]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003993_6	K07566	83.83	227.5	1.20E-67	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003993_9	K01046	58.53	78.7	1.90E-22	triacylglycerol lipase [EC:3.1.1.3]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10003993_22	K00384	352	526.8	2.70E-158	thioredoxin reductase (NADPH) [EC:1.8.1.9]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_5	K14059	152.43	212	5.90E-63	integrase	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_10	K06006	43.53	66	1.50E-18	periplasmic protein CpxP/Spy	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_13	K01056	50.73	250.5	1.00E-74	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_15	K00948	57.5	508.3	1.30E-152	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_16	K04042	340.7	632.2	3.90E-190	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_17	K06949	76.3	326	1.10E-97	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_18	K06941	64.77	433.6	1.90E-130	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
TA2MahCa65mmetaG_2.148642.fna_Ga0194120_10004009_19	K03500	313.8	453.9	4.60E-136	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	M_DeepCast_65m_m2_071	CP Tanganyikabacteria	
